UID,Input,Response
2401,"The target item text information: [cate: video, sub_cate: animals, title: Caged puppy is rescued from freezing Illinois lake, abstract: A small puppy is continuing her road to recovery after being rescued from a freezing Illinois lake. Dory was inside a cage when Bryant Fritz spotted her floating in the lake and jumped in to save her. Fritz says he wants to adopt her.]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 3681: [Text information: cate: video, sub_cate: animals, title: Fishermen rescue deer that was swept out to sea, the profile of the users that the item is targeting: User identity: Fisherman, Outdoor Enthusiast, Animal Lover, Fishing Enthusiast, Outdoor Lover; User interests: Rescue Missions, Fishing, Wildlife Conservation, Coastal Activities, Outdoor Activities.];
item 3229: [Text information: cate: news, sub_cate: newsgoodnews, title: This Is The Moment A Senior Shelter Dog Knew He Was Safe, the profile of the users that the item is targeting: User identity: Animal lover, Senior citizen, Dog enthusiast, Sports fan, News enthusiast; User interests: Animal shelters, Senior pets, Adoption process, NFL, NBA.];
item 1237: [Text information: cate: video, sub_cate: animals, title: This hilarious puppy chase looks like a scene straight out of a movie, the profile of the users that the item is targeting: User identity: Movie lover, Sports fan, Animal lover, Movie enthusiast, Music lover; User interests: Movies, Football, Animals, Basketball, Music.];
item 1756: [Text information: cate: news, sub_cate: newsscienceandtechnology, title: Russian goat who made unlikely friends with tiger dies, the profile of the users that the item is targeting: User identity: Lifestyle, Science and Technology, Animal lover, Celebrity enthusiast, Russian; User interests: Horoscopes, Science and Technology, Animal conservation, Entertainment, Wildlife conservation.];
item 3: [Text information: cate: weather, sub_cate: weathertopstories, title: Alpine Rescue, Clear Creek First Responders Rescue Climber, the profile of the users that the item is targeting: User identity: Outdoor enthusiast, Adventure seeker, Climber, Adventurer, News enthusiast; User interests: Climbing, Outdoor activities, Adventure sports, Current events, Nutrition.];
","User identity: Outdoor enthusiast, Animal lover, Adventure seeker, Hiking enthusiast, Dog rescuer; User interests: Hiking, Dog rescue, Extreme sports, Animal welfare, Nature conservation."
2408,"The target item text information: [cate: weather, sub_cate: weathertopstories, title: Portsmouth woman takes on daunting seas, collecting microplastics along the way, abstract: NEWPORT -- Breezy takes on the sea and microplastics in a worldwide expedition. Breezy Grenier of Portsmouth recently returned from participating in the first leg of the eXXpedition Round the World, a two-year project geared towards researching and collecting microplastics in the oceans. Out of 10,000 applicants, eXXpedition chose Grenier to be a part of the 300 women to complete 30 legs ...]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 2608: [Text information: cate: sports, sub_cate: outdoors, title: Iolaire: The Last Chapter, the profile of the users that the item is targeting: User identity: Outdoor enthusiast, sailor, adventurer, outdoors enthusiast, sailing aficionado; User interests: Sailing, outdoor activities, travel, cruising, football.];
item 186: [Text information: cate: news, sub_cate: newsworld, title: 10 more bodies found at mass grave near US-Mexico border, bringing total to 58, officials say, the profile of the users that the item is targeting: User identity: News enthusiast, Crime fan, Traveler, Sports fan, Nurse; User interests: Current events, True crime, Exploring new places, Football, Healthcare.];
item 2311: [Text information: cate: lifestyle, sub_cate: lifestylebuzz, title: Sunday is your last chance to shop Seattle Goodwill's final Glitter Sale, the profile of the users that the item is targeting: User identity: Fashion lover, Bargain hunter, Philanthropist, Climber, Social justice advocate; User interests: Fashion, Shopping, Charity, Outdoor activities, Social justice.];
item 3706: [Text information: cate: health, sub_cate: nutrition, title: 35 of the Biggest Food Recalls in U.S. History, the profile of the users that the item is targeting: User identity: Health-conscious, TV enthusiast, Health enthusiast, Outdoor enthusiast, News enthusiast; User interests: Nutrition, Celebrity news, Food safety, Climbing, News.];
item 1718: [Text information: cate: weather, sub_cate: weathertopstories, title: Second Day Of Quake Swarm Rattles Ventura With 70 Estimated Earthquake Events, the profile of the users that the item is targeting: User identity: News Enthusiast, Political Junkie, Traveler, Weather Enthusiast, Outdoor enthusiast; User interests: Current Events, Political News, Adventure, Climate Change, Hiking.];
","User identity: Environmentalist, Sailor, Adventurer, News reader, Sports fan; User interests: Environmental conservation, Sailing, Expedition, Current events, Soccer."
2416,"The target item text information: [cate: movies, sub_cate: movienews, title: Jennifer Hudson Transforms Into Aretha Franklin for Upcoming Biopic Respect, abstract: Jennifer Hudson Transforms into Aretha Franklin for Biopic]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 1716: [Text information: cate: movies, sub_cate: movienews, title: Billie Lourd reflects on mom Carrie Fisher and her Star Wars legacy in emotional essay, the profile of the users that the item is targeting: User identity: Movie fan, Star Wars enthusiast, Carrie Fisher admirer, Moviegoer, Nurse; User interests: Movies, Pop culture, Celebrity news, Football, Healthcare.];
item 1572: [Text information: cate: movies, sub_cate: movies-celebrity, title: Katie Holmes' best fashion of 2019, the profile of the users that the item is targeting: User identity: Movie lover, Celebrity follower, Fashion enthusiast, News enthusiast, Sports fan; User interests: Movies, Celebrity news, Fashion, Current events, Football.];
item 3303: [Text information: cate: movies, sub_cate: movies-gallery, title: The Disney+ 'Lady and the Tramp' remake: A guide to the new cast members, the profile of the users that the item is targeting: User identity: Movie enthusiast, Disney fan, Celebrity enthusiast, Sports fan, Music lover; User interests: Movies, entertainment, celebrity news, Football, Basketball.];
item 1190: [Text information: cate: movies, sub_cate: movies-celebrity, title: Jennifer Aniston offers newbie Matthew McConaughey Instagram advice: 'Don't overthink it', the profile of the users that the item is targeting: User identity: Movie fan, Celebrity enthusiast, Social media user, Newbie, Instagram user; User interests: Movies, Celebrity news, Social media platforms, Learning new skills, Creating engaging content.];
item 3100: [Text information: cate: entertainment, sub_cate: video, title: Does Mandy Moore Miss Anything About Single Life?, the profile of the users that the item is targeting: User identity: Drama Enthusiast, Movie Buff, Pop Culture Fanatic, Celebrity Gossip Follower, Entertainment Junkie; User interests: TV Shows, Movies, Celebrity News, Thanksgiving, Historical Dramas.];
","User identity: Moviegoer, Movie enthusiast, Music lover, Aretha Franklin fan, Healthcare professional; User interests: Movies, Music, Football, Aretha Franklin, Healthcare."
2417,"The target item text information: [cate: health, sub_cate: medical, title: Local teen hospitalized due to lung damage from vaping, abstract: A local teen is the fight for his life. What started out as the common flu quickly turned critical due to damage to his lungs from vaping.]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 2282: [Text information: cate: news, sub_cate: newscrime, title: 4 Henry County students hospitalized after taking drug, 1 arrested, officials say, the profile of the users that the item is targeting: User identity: School safety advocate, Local resident, Parent, Concerned citizen, Safety expert; User interests: School safety, Local news, Education, Drug prevention, Community involvement.];
item 1948: [Text information: cate: news, sub_cate: newsus, title: Heaven sent, the profile of the users that the item is targeting: User identity: Nurse, Hero, Healthcare Professional, Advocate, Homeless; User interests: Healthcare, Social Justice, Community Service, Humanitarian Work, Football.];
item 3279: [Text information: cate: news, sub_cate: newsus, title: Father of Atatiana Jefferson dies of heart attack, family spokesperson says, the profile of the users that the item is targeting: User identity: News enthusiast, Social justice advocate, Weather enthusiast, Staying informed, Following current events; User interests: Equity, Social justice, Current events, Weather, News.];
item 2241: [Text information: cate: health, sub_cate: medical, title: Metro Atlanta student diagnosed with measles, officials say, the profile of the users that the item is targeting: User identity: Health-conscious, Medical professional, Parent, News-savvy, and Travel enthusiast; User interests: Health news, Medical updates, Child safety, Current events, and Adventure and exploration.];
item 3762: [Text information: cate: news, sub_cate: newsus, title: Questions Remain After First-Grader In Fayette County Diagnosed With Whooping Cough, the profile of the users that the item is targeting: User identity: Parent, Elementary School Teacher, Healthcare Professional, Community Leader, News Reader; User interests: Family Life, Education, Health and Wellness, Community Involvement, Current Events.];
","User identity: Financial professional, Health enthusiast, Tech-savvy, Sports fan, News reader; User interests: Finance, Health, Technology, Football, Local news."
2423,"The target item text information: [cate: news, sub_cate: newspolitics, title: What You Need to Know: Dems, GOP tussle over witnesses, abstract: President Donald Trump said on Saturday that the ""Republicans have never been so united"" and that the ""witch hunt continues"" as he left the White House with First Lady Melania Trump to travel to Tuscaloosa, Alabama. (Nov. 9)]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 3036: [Text information: cate: news, sub_cate: newspolitics, title: AOC slams candidates trying to 'purchase our political system' in apparent swipe at Bloomberg, the profile of the users that the item is targeting: User identity: Progressive, Advocate, Grassroots Organizer, Democratic socialist, Citizen; User interests: Progressive politics, Social justice, Activism, Grassroots movements, Political campaigns.];
item 1039: [Text information: cate: video, sub_cate: news, title: Sanders to Bloomberg: 'You ain't gonna buy this election', the profile of the users that the item is targeting: User identity: Bernie Sanders supporter, Political activist, Social justice advocate, Automotive enthusiast, Trade show attendee; User interests: Democratic primary, Political reform, Social inequality, Automotive industry, Networking events.];
item 2398: [Text information: cate: news, sub_cate: newspolitics, title: Democrats aim to impeach Trump by Christmas, the profile of the users that the item is targeting: User identity: Democrat, Political Activist, News Enthusiast, Voter, Social Media Influencer; User interests: Politics, Current Events, Social Justice, Voting, Online Activism.];
item 3720: [Text information: cate: news, sub_cate: newspolitics, title: As Campaign Season Heats Up, Trump Has Turned the Official Into the Political, the profile of the users that the item is targeting: User identity: Trump Supporter, Conservative, Republican, Political News, Campaign 2020; User interests: Political news, Campaign 2020, Medicare reform, Film Industry, Financial News.];
item 985: [Text information: cate: news, sub_cate: factcheck, title: AP FACT CHECK: Trump's foggy claims on climate policy, the profile of the users that the item is targeting: User identity: Sports fan, Football enthusiast, Political activist, Auto enthusiast, Movie buff; User interests: NFL, Climate change, Political news, Cars, Movies.];
","User identity: Politics, Current Events, White House, Sports, Social Issues; User interests: Political News, Presidential Elections, Football, Election 2020, Social Movements."
2426,"The target item text information: [cate: finance, sub_cate: finance-real-estate, title: Oprah Winfrey bought her next-door neighbor's California ranch for $6.85 million   take a look inside, abstract: In addition to her new ranch, billionaire Oprah Winfrey already owns two properties in the Montecito, California area: She purchased the first, nicknamed the ""Promised Land,"" for $50 million in 2001, and the other, nicknamed ""Seamair Farm,"" for $29 million in 2015.]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 462: [Text information: cate: lifestyle, sub_cate: lifestyleroyals, title: Prince Harry and Meghan Markle Will Reportedly Visit Oprah While in California, the profile of the users that the item is targeting: User identity: Lifestyle, Royalty, Celebrity, Finance, Sports; User interests: Lifestyle, Celebrity News, Royal Family, Financial News, Football.];
item 1820: [Text information: cate: finance, sub_cate: personalfinance, title: The 25 richest families in America, the profile of the users that the item is targeting: User identity: Wealthy, Successful, Business-Minded, Entrepreneur, Finance Enthusiast; User interests: Finance, Personal Finance, Business and Finance News, Investing, Entrepreneurship.];
item 902: [Text information: cate: finance, sub_cate: finance-real-estate, title: This stately home is having the ultimate yard sale, the profile of the users that the item is targeting: User identity: Antique collector, Real estate investor, History buff, Financial professional, Homeowner; User interests: Antiques, Real estate investing, History, Finance, Estate sales.];
item 1878: [Text information: cate: sports, sub_cate: tennis, title: Serena Williams said Meghan Markle once secretly traveled to New York for one night with newborn Archie to watch her play in the US Open, the profile of the users that the item is targeting: User identity: Friends of Serena Williams, Meghan Markle fans, Royal family admirers, New York travelers, Secret admirers; User interests: Tennis, Celebrity news, Travel, Friendship, US Open.];
item 1666: [Text information: cate: finance, sub_cate: financenews, title: Non-Profit to Buy Entire Clover Woods 4-H Camp Property, the profile of the users that the item is targeting: User identity: Finance professional, 4-H enthusiast, Iowa resident, Real estate investor, Local business owner; User interests: Financial news, 4-H programs, Real estate investing, Local community involvement, Small business development.];
","User identity: Financially successful, Real estate enthusiast, Celebrity news follower, Oprah Winfrey fan, Wealthy entrepreneur; User interests: Luxury living, Real estate investing, Celebrity news and lifestyle, California ranches, Billionaire lifestyles."
2443,"The target item text information: [cate: finance, sub_cate: finance-real-estate, title: How to pay off your mortgage early: 4 methods that work, abstract: Ready to pay your mortgage off before the full term is up? Here's some options to consider.]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 2260: [Text information: cate: finance, sub_cate: finance-savemoney, title: Time to start your student loan payments? Here's what you need to know to avoid mistakes, the profile of the users that the item is targeting: User identity: Financially savvy, College graduate, Financial planner, Sports fan, News reader; User interests: Personal finance, Budgeting, Financial planning, Football, Current events.];
item 398: [Text information: cate: finance, sub_cate: finance-retirement, title: The one reason to claim Social Security at 62 that no one ever talks about, the profile of the users that the item is targeting: User identity: Retiree, News Enthusiast, Financial Planner, Police officer, Retirement enthusiast; User interests: Retirement Planning, Current Events, Financial Planning, Crime, Retirement planning.];
item 1159: [Text information: cate: finance, sub_cate: finance-retirement, title: 19 Things You'll Need To Sacrifice Now for a Healthy Retirement, the profile of the users that the item is targeting: User identity: Financially savvy, Retirement planning, Healthy lifestyle, Financial Planner, Financial Advisor; User interests: Financial planning, Retirement, Health and wellness, Retirement Planning, Financial Planning.];
item 463: [Text information: cate: finance, sub_cate: finance-saving-investing, title: 4 mistakes that'll stunt your 401(k)'s growth, the profile of the users that the item is targeting: User identity: Financial Planner, Retirement Planner, Investor, Financial professional, Financial news enthusiast; User interests: Financial Planning, Retirement Planning, Investing, Financial news, Investment strategies.];
item 1155: [Text information: cate: finance, sub_cate: finance-savemoney, title: 30 things you should never buy without a coupon, the profile of the users that the item is targeting: User identity: Savvy Shopper, Frugal, Bargain Hunter, Financially Aware, Adult; User interests: Shopping, Budgeting, Saving Money, Staying informed, Local news.];
","User identity: Homeowner, Financially Savvy, Real Estate Enthusiast, Outdoor Enthusiast, News enthusiast; User interests: Real estate, Financial planning, Environmental conservation, Personal Finance, Current events."
2448,"The target item text information: [cate: sports, sub_cate: football_ncaa, title: LSU solidifies No. 1 ranking in Garland Gillen's AP poll, abstract: ]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 2395: [Text information: cate: sports, sub_cate: football_ncaa, title: Takeaways from LSU-Alabama: Burrow's Heisman moment, Bama's CFP hopes in danger, the profile of the users that the item is targeting: User identity: Sports fan, Football enthusiast, College football follower, Movie enthusiast, Lifestyle; User interests: LSU Tigers, Alabama Crimson Tide, College football playoff, Health, Movies.];
item 560: [Text information: cate: sports, sub_cate: more_sports, title: LSU is new No. 1 in Amway Coaches Poll after Alabama victory, while Minnesota joins top 10, the profile of the users that the item is targeting: User identity: Sports fan, LSU fan, Minnesota fan, News enthusiast, Golf enthusiast; User interests: College football, Football, Rankings and polls, Sports news, Golf tournaments.];
item 2558: [Text information: cate: sports, sub_cate: football_ncaa, title: Burrow, LSU hold on for 46-41 win over Alabama, the profile of the users that the item is targeting: User identity: Pediatrician, Health Advocate, Sports Enthusiast, Car Enthusiast, Football Fan; User interests: Health and Wellness, Social Justice, Football, Automotive, NCAA Football.];
item 3713: [Text information: cate: sports, sub_cate: football_ncaa, title: Minnesota ranked No. 7 in Coaches Poll and AP Top 25, the profile of the users that the item is targeting: User identity: Sports fan, Football enthusiast, College football follower, Minnesota Gopher fan, NCAA football fan; User interests: NCAA football, Minnesota Golden Gophers, Top 10 rankings, sports, football.];
item 2049: [Text information: cate: sports, sub_cate: football_ncaa, title: Coach Payton is 'absolutely' pulling for LSU against Alabama, the profile of the users that the item is targeting: User identity: Sports fan, Football enthusiast, LSU supporter, Alabama supporter, Coach Payton supporter; User interests: College football, Coaching, LSU athletics, Alabama-LSU rivalry, Coach Payton.];
","User identity: College football enthusiast, Sports fan, LSU supporter, Football fan, Rankings and polls enthusiast; User interests: College football, Rankings and polls, LSU athletics, NFL, Business."
2452,"The target item text information: [cate: sports, sub_cate: more_sports, title: Grand Rapids football recaps: Four teams win district crowns, abstract: MORE: East Grand Rapids beats Byron Center MORE: Statewide highlights DIVISION 1 *Hudsonville 35, Grand Haven 7 Hudsonville will head to Brighton after defeating OK Red Conference rival Grand Haven for the second time this season. Eagles quarterback Ike Irish ran for two touchdowns and threw a pair of scoring strikes to Brayden Vredeveld. *Brighton 48, East Kentwood 26 The Falcons fell behind ...]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 3330: [Text information: cate: sports, sub_cate: football_nfl, title: Madison grounds out second straight 27-6A title, the profile of the users that the item is targeting: User identity: Homeschooler, Craft enthusiast, Marathon runner, Creative entrepreneur, Gardening guru; User interests: Home decor, DIY projects, Fitness, Business, Gardening.];
item 3608: [Text information: cate: sports, sub_cate: football_ncaa, title: High school football: Mustang tops Moore, will host Jenks in first round, the profile of the users that the item is targeting: User identity: Football fan, High school sports enthusiast, Playoffs follower, Mustang supporter, Lee Blankenship admirer; User interests: Football, High school playoffs, Local schools, Coaching strategies, Team dynamics.];
item 2215: [Text information: cate: sports, sub_cate: football_nfl, title: Eww York: Darnold, Jets hold on to beat Jones, Giants 34-27, the profile of the users that the item is targeting: User identity: Football fan, New York resident, Jets supporter, LSU alumni, Giants hater; User interests: NFL, New York Jets, Sam Darnold, Le'Veon Bell, Big Apple rivalry.];
item 1215: [Text information: cate: sports, sub_cate: football_nfl, title: High school football: Palm Beach Lakes pulls off comeback win over East Lake in regional quarterfinal, the profile of the users that the item is targeting: User identity: Palm Beach Lakes football fan, East Lake football enthusiast, High school sports supporter, Local football fan, Dedicated football follower; User interests: High school football, NFL, College football, Sports news, Regional football championships.];
item 1335: [Text information: cate: foodanddrink, sub_cate: newstrends, title: St. Cloud State football ends 4-game skid with win over Minot State, the profile of the users that the item is targeting: User identity: Outdoor enthusiast, Foodie, Sports fan, News enthusiast, Football enthusiast; User interests: Hiking, Cooking, Football, Animal rescue, NFL.];
","User identity: Finance, News, Sports, Financial planning, Current events; User interests: High school football, College football, Weather news, High school football, Weather news."
2455,"The target item text information: [cate: news, sub_cate: newsworld, title: Authorities: 2 dead in wrong-way crash on Interstate 65, abstract: CROWN POINT, Ind. (AP)   Authorities say two people are dead and one is injured after vehicle traveling the wrong way on Interstate 65 in northwest Indiana hit another car head-on. Indiana State Police say the crash happened early Sunday morning. Alcohol is believed to be a factor. Authorities received reports of a wrong-way driver heading north in the south bound lanes of I-65 in Lake County just after 1:30 a.m. The drivers of both vehicles...]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 3061: [Text information: cate: news, sub_cate: newsus, title: Motorcyclist dies after colliding with SUV with Kansas City, Kansas, police say, the profile of the users that the item is targeting: User identity: Motorcyclist, Outdoor enthusiast, Adventure seeker, Road safety expert, Traveler; User interests: Motorcycle riding, Outdoor activities, Adventure sports, Road safety, Traveling.];
item 1417: [Text information: cate: news, sub_cate: newsus, title: Driver killed after car hits pole, bursts into flames, the profile of the users that the item is targeting: User identity: Driver, Deerfield Beach resident, News enthusiast, Car enthusiast, Crime victim; User interests: Driving, Local news, Crime, Automotive industry, True crime.];
item 1261: [Text information: cate: autos, sub_cate: autosnews, title: Man killed in Metro East crash involving tractor trailer, the profile of the users that the item is targeting: User identity: Police Union President, Financial Planner, Shopaholic, Movie Enthusiast, Autos Lover; User interests: Crime, Investing, Shopping, Movies, Car accidents.];
item 344: [Text information: cate: autos, sub_cate: autosnews, title: Mother, father and son injured in rollover accident on I-75 North in Piqua, the profile of the users that the item is targeting: User identity: Traveler, Car Enthusiast, Family Person, Parent, Soccer Fan; User interests: Exploring New Places, Automotive Industry, Spending Time with Loved Ones, Safety Awareness, Sports Enthusiast.];
item 261: [Text information: cate: news, sub_cate: newsus, title: THP: Driver in Fayette County crash that killed 3 kids had alcohol in system, the profile of the users that the item is targeting: User identity: Mother, Family Member, Alcohol Abuser, Soccer fan, Tech enthusiast; User interests: Parenting, Family, Alcohol Abuse, Sports, Finance.];
","User identity: Financial advisor, Stock market expert, Money manager, Investment consultant, Wealth planner; User interests: Finance, Investments, Financial news, Money management, Wealth building."
2456,"The target item text information: [cate: news, sub_cate: newsworld, title: UPDATE 3-Australian bushfires kill three, destroy at least 150 homes, abstract: AUSTRALIA-BUSHFIRES/ (UPDATE 3, TV):UPDATE 3-Australian bushfires kill three, destroy at least 150 homes]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 1076: [Text information: cate: news, sub_cate: newsworld, title: 3 dead, dozens injured as Australia wildfires raze homes, the profile of the users that the item is targeting: User identity: News enthusiast, Weather watcher, Sports fan, Environmentalist, Disaster relief volunteer; User interests: Climate change, Wildfires, Environmental issues, Emergency response, Humanitarian aid.];
item 1115: [Text information: cate: news, sub_cate: newsworld, title: Australia bushfires: Smoke from blazes can be seen in New Zealand, the profile of the users that the item is targeting: User identity: News follower, News enthusiast, Weather enthusiast, Environmentalist, Outdoor enthusiast; User interests: Current events, Climate change, Weather forecasts, College football, Hiking.];
item 3438: [Text information: cate: video, sub_cate: news, title: Australia braces for more bushfires as conditions set to worsen, the profile of the users that the item is targeting: User identity: Royal family fan, Australian, Firefighter, news enthusiast, Music fan; User interests: British royal family, Environmentalism, Emergency Services, current events, Climate change.];
item 2761: [Text information: cate: news, sub_cate: newsworld, title: Cyclone Bulbul lashes Bangladesh, killing fisherman and homemaker, the profile of the users that the item is targeting: User identity: News enthusiast, Environmentalist, Adventurer, Weather enthusiast, Traveler; User interests: Current events, Weather forecasts, Outdoor activities, Disaster relief, Exploration.];
item 2022: [Text information: cate: weather, sub_cate: weathertopstories, title: Orange County house fire topples tree, power line to the ground, the profile of the users that the item is targeting: User identity: Weather enthusiast, Homeowner, Tree lover, Environmentalist, Sonoma County resident; User interests: Weather news, Home safety, Environmental conservation, Weather forecasting, Wildfires.];
","User identity: Weather enthusiast, News junkie, Outdoor enthusiast, Environmentalist, Australian; User interests: Weather forecasting, Current events, Outdoor activities, Conservation, Bushfires."
2457,"The target item text information: [cate: sports, sub_cate: golf, title: Brighton sophomore wins two events in KLAA swim meet, abstract: Brighton had the only three first-place finishes by Livingston County schools in the KLAA swimming and diving meet.]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 2231: [Text information: cate: sports, sub_cate: basketball_ncaa, title: Ionescu and No. 1 Oregon stun US women's national team, the profile of the users that the item is targeting: User identity: Sports fan, Basketball enthusiast, College sports lover, Oregon Ducks supporter, Entrepreneur; User interests: College basketball, US women's national team, Business, Oregon athletics, Social justice.];
item 2924: [Text information: cate: sports, sub_cate: football_ncaa, title: Florida State wins one for interim coach, beats BC 38-31, the profile of the users that the item is targeting: User identity: Football fan, NCAA football fanatic, Florida State alumni, Sports blogger, Football coach; User interests: NCAA football, Football analytics, Sports journalism, Football recruiting, Team strategy.];
item 1982: [Text information: cate: sports, sub_cate: golf, title: Tyrrell Hatton wins Turkish Airlines Open in six-man playoff that finished under floodlights, the profile of the users that the item is targeting: User identity: Sports fan, Sports enthusiast, Golf fan, Golf enthusiast, European Tour follower; User interests: Sports, Golf, European Tour, Professional sports, Golf tournaments.];
item 768: [Text information: cate: sports, sub_cate: football_ncaa, title: No. 13 Minnesota tops No. 5 PSU 31-26 in match of unbeatens, the profile of the users that the item is targeting: User identity: Sports fan, Football enthusiast, College football follower, Minnesota Golden Gophers supporter, Penn State Nittany Lions fan; User interests: NCAA football, Minnesota Golden Gophers, Penn State Nittany Lions, Cats, Al-Aqsa mosque.];
item 1344: [Text information: cate: sports, sub_cate: basketball_ncaa, title: Utah sets records in 94-point win over Mississippi Valley St., the profile of the users that the item is targeting: User identity: Sports fan, Winter weather enthusiast, News follower, Basketball enthusiast, NCAA basketball fanatic; User interests: Basketball, Utah basketball, Scoring records, Winter weather, Political news.];
","User identity: Local sports fan, Golf enthusiast, High school supporter, Health-conscious, Traveler; User interests: Golf, Local news, High school sports, Fitness, Medical news."
2462,"The target item text information: [cate: news, sub_cate: newsus, title: Painting stolen by Nazis stays in Alexandria, for now. Ukraine eventually needs it back, abstract: A painting of an infamous Russian tsar was once thought lost to the pillages of Nazi Germany -- stolen from a Ukrainian art museum nearly 80 years ago. But the nearly life-size portrait of Ivan the Terrible recently resurfaced in an American home, identified by the art researchers from Alexandria's Potomack Company. ""People lived with it for decades, not knowing that it had been stolen from a Ukrainian museum,"" Potomack CEO Elizabeth Wainstein...]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 2354: [Text information: cate: news, sub_cate: newscrime, title: NOPD: Missing child located, grandmother arrested for kidnapping, the profile of the users that the item is targeting: User identity: Grandmother, Mother, Nurse, Hero, Advocate; User interests: Family, Crime, Healthcare, Social Justice, Advocacy.];
item 1118: [Text information: cate: news, sub_cate: newscrime, title: Daughter-in-law of police union president sentenced for traffic accident, the profile of the users that the item is targeting: User identity: Police officer, Lawyer, Politician, Environmentalist, Weather Enthusiast; User interests: Crime, Politics, Law, Climate Change, Earthquakes.];
item 1367: [Text information: cate: news, sub_cate: newsworld, title: Outrage as Sri Lanka president pardons killer of Swedish teen, the profile of the users that the item is targeting: User identity: Outraged Citizen, Social Justice Advocate, Human Rights Activist, Victim's Family Member, Political Dissenter; User interests: Criminal Justice Reform, International Relations, Grieving and Coping, Human Rights Violations, Political Corruption.];
item 1756: [Text information: cate: news, sub_cate: newsscienceandtechnology, title: Russian goat who made unlikely friends with tiger dies, the profile of the users that the item is targeting: User identity: Lifestyle, Science and Technology, Animal lover, Celebrity enthusiast, Russian; User interests: Horoscopes, Science and Technology, Animal conservation, Entertainment, Wildlife conservation.];
item 1213: [Text information: cate: news, sub_cate: newsworld, title: Oskar Knoblauch survived the Holocaust with the help of 'upstanders', the profile of the users that the item is targeting: User identity: Jennifer Hudson, Aretha Franklin, Oskar Knoblauch, Nurse, Holocaust survivor; User interests: Movies, Music, History, Healthcare, Social justice.];
","User identity: Art Enthusiast, Art Historian, History Buff, Collector, Royal Family Follower; User interests: Art, Art History, History, Collecting, Political News."
2468,"The target item text information: [cate: health, sub_cate: nutrition, title: Here's What Kate Hudson Eats in a Day to Stay Sculpted at 40, abstract: The actress, co-founder of Fabletics and mommy of three seeks balance in order to stay fit.]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 1445: [Text information: cate: foodanddrink, sub_cate: foodnews, title: Joanna Gaines reveals her family's favorite recipes in new cookbook, the profile of the users that the item is targeting: User identity: Food lover, Car enthusiast, DIY enthusiast, Sports fan, Community-oriented; User interests: Cooking, Automotive, DIY projects, Basketball, Community involvement.];
item 782: [Text information: cate: finance, sub_cate: financenews, title: Girl Scouts, League Of Women Voters Team Up To Teach Girls Importance Of Voting, the profile of the users that the item is targeting: User identity: Girl Scout, League Of Women Voters, Civics Educator, Democrat, Civic-minded; User interests: Voting, Civics Education, Community Engagement, Politics, Community Service.];
item 3100: [Text information: cate: entertainment, sub_cate: video, title: Does Mandy Moore Miss Anything About Single Life?, the profile of the users that the item is targeting: User identity: Drama Enthusiast, Movie Buff, Pop Culture Fanatic, Celebrity Gossip Follower, Entertainment Junkie; User interests: TV Shows, Movies, Celebrity News, Thanksgiving, Historical Dramas.];
item 3196: [Text information: cate: foodanddrink, sub_cate: foodnews, title: 10 Facts About Your Favorite Thanksgiving Foods, the profile of the users that the item is targeting: User identity: Lifestyle, Food and Drink, Sports, Fashion, Football; User interests: Food enthusiast, Thanksgiving lover, History buff, Food history, Cultural traditions.];
item 3415: [Text information: cate: health, sub_cate: nutrition, title: Nutritionists share their favorite packaged foods for quick meals, the profile of the users that the item is targeting: User identity: News-savvy, Politically active, College student, Pop culture fan, Traveler; User interests: Political news, Current events, Finance, Celebrity news, Adventure.];
","User identity: Health-conscious, Fitness enthusiast, Mother, Balanced lifestyle seeker, News reader; User interests: Nutrition, Fitness, Balance, Wellness, Current events."
