UID,Input,Response
3395,"The target item text information: [title: Love and Action in Chicago, year: 1999]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 166: [Text information: title: The Passion of Ayn Rand, year: 1999, the profile of the users that the item is targeting: User identity: Movie buff, Comedy lover, Drama enthusiast, Romantic, Film history enthusiast; User interests: Movies from different decades, Humor and satire, Exploring human relationships, Humorous films, Relationships.];
item 1956: [Text information: title: An Intimate Evening with Anne Murray, year: 1999, the profile of the users that the item is targeting: User identity: Movie buff, Drama lover, Comedy fan, Action movie fan, Action enthusiast; User interests: Film analysis, Character development, Humorous storytelling, Action movies from the early 2000s, Thoughtful dramas about relationships.];
item 4291: [Text information: title: A Map of the World, year: 1999, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Drama lover, Historical enthusiast, Quirky humor lover; User interests: Movies from the 90s, Action movies, Heartwarming dramas, Historical dramas, Quirky humor.];
item 5413: [Text information: title: Donna Summer: Live and More Encore, year: 1999, the profile of the users that the item is targeting: User identity: Action movie fan, Comedy lover, Drama enthusiast, Movie buff, Nostalgic; User interests: Adventure, Humor, Relationships, Action movies, Comedy films.];
item 6189: [Text information: title: Sarah Brightman: One Night in Eden, year: 1999, the profile of the users that the item is targeting: User identity: Movie buff, Comedy lover, Drama enthusiast, Action movie fan, Thriller enthusiast; User interests: Movies from the 90s, Quirky humor, Exploring complex themes, Adventure, Suspense.];
","User identity: Movie buff, Action movie fan, Drama lover, Nostalgic person, Adventure seeker; User interests: Action movies, Dramas, Thrillers, Romantic comedies, Quirky humor."
3396,"The target item text information: [title: Batman Returns, year: 1992]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 1273: [Text information: title: Batman: Mask of the Phantasm, year: 1993, the profile of the users that the item is targeting: User identity: Movie buff, Comedy lover, Drama enthusiast, Action enthusiast, Film Enthusiast; User interests: Movies from the 90s, Quirky humor, Thrilling adventures, Film history, Social issues.];
item 3745: [Text information: title: Guncrazy, year: 1992, the profile of the users that the item is targeting: User identity: Movie buff, Comedy lover, Action enthusiast, Adventure seeker, Drama enthusiast; User interests: Movies from the '90s, Humorous comedies, Superhero movies, Exploring new places, Relationships.];
item 683: [Text information: title: Plymptoons, year: 1992, the profile of the users that the item is targeting: User identity: Action movie fan, Classic film enthusiast, Drama lover, Movie buff, Science fiction enthusiast; User interests: Action movies from the '80s and '90s, Cult classics from the early 2000s, Thoughtful dramas exploring human relationships, Movies from the 90s, Psychological thrillers.];
item 2128: [Text information: title: Citizen Cohn, year: 1992, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Nostalgic, History enthusiast, Classic film enthusiast; User interests: Crime dramas, Action movies, Romantic comedies, Film history, Historical films.];
item 1249: [Text information: title: Thunderheart, year: 1992, the profile of the users that the item is targeting: User identity: Movie buff, Thriller lover, Adventure seeker, Action movie fan, Classic film lover; User interests: Horror movies from the 90s, Psychological thrillers, Action movies, Adventure, Drama films from the '40s and '50s.];
","User identity: Movie buff, Adventure seeker, Drama lover, Comedy lover, Thriller enthusiast; User interests: Movies from different genres, Exploring new places, Emotional storytelling, Quirky humor, Suspenseful stories."
3399,"The target item text information: [title: Still Crazy, year: 1998]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 437: [Text information: title: Mischievous, year: 1998, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Science fiction lover, Classic film enthusiast, Drama lover; User interests: Movies from the 90s, Sci-fi films, Thrillers, Adventure, Dramas.];
item 1102: [Text information: title: Shadow of Doubt, year: 1998, the profile of the users that the item is targeting: User identity: Movie buff, Drama lover, Thriller enthusiast, Action movie fan, Romantic comedy lover; User interests: Movies from the 90s, Crime dramas, Psychological thrillers, Action movies, Disaster movies.];
item 265: [Text information: title: Hot War, year: 1998, the profile of the users that the item is targeting: User identity: Action movie enthusiast, Movie buff, Comedy lover, Science fiction enthusiast, Thriller lover; User interests: Action movies, Movies from the 90s, Romantic comedies, Science fiction films, Suspenseful plots.];
item 3442: [Text information: title: Les Miserables, year: 1998, the profile of the users that the item is targeting: User identity: Movie buff, Adventure seeker, Science fiction fan, Comedy lover, Action enthusiast; User interests: Movies from the 90s, Exploring new places, Immersive storytelling, Quentin Tarantino films, Disaster movies.];
item 5568: [Text information: title: Phantoms, year: 1998, the profile of the users that the item is targeting: User identity: Movie buff, Action movie enthusiast, Science fiction and fantasy fan, Dark comedy lover, Thriller junkie; User interests: Action movies, Science fiction and fantasy films, Dark comedy and satire, Suspenseful thrillers, Movies from the late 90s and early 2000s.];
","User identity: Action movie fan, Movie buff, Comedy lover, Drama enthusiast, Romantic; User interests: Action movies, Movies from the 70s and 80s, Quirky humor, Social commentary, Relationship drama."
3419,"The target item text information: [title: For a Few Dollars More, year: 1965]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 5270: [Text information: title: Alphaville, year: 1965, the profile of the users that the item is targeting: User identity: Movie buff, Action movie enthusiast, Classic film lover, Crime drama fan, Drama movie enthusiast; User interests: Movies from the '90s, Disaster movies, True crime stories, Film history, Suspense.];
item 5248: [Text information: title: Alfie, year: 1966, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Comedy lover, Classic film enthusiast, Action enthusiast; User interests: Adventure, Humor, Drama, Science fiction, Emotional storytelling.];
item 1023: [Text information: title: The Hustler, year: 1961, the profile of the users that the item is targeting: User identity: Action movie fan, Classic film enthusiast, Science fiction lover, Adventure seeker, Drama lover; User interests: Adventure, Suspense, Exploration, Action movies, Disaster films.];
item 6148: [Text information: title: More Treasures of the Twilight Zone, year: 1964, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Comedy lover, Adventure seeker, Nature documentary enthusiast; User interests: Movies from the 90s, Quirky humor, Heartwarming stories, Adventure, Suspenseful thrillers.];
item 4760: [Text information: title: You Only Live Twice, year: 1967, the profile of the users that the item is targeting: User identity: Movie buff, Action movie enthusiast, Drama lover, Martial arts fan, Adventure seeker; User interests: Movies from the '70s and '80s, Thrillers and action movies, Historical dramas, Martial arts movies, Exploring new places.];
","User identity: Action movie fan, Sci-fi enthusiast, Drama lover, History buff, Thriller enthusiast; User interests: Movies from the 90s, Action movies, Science fiction, Historical dramas, Suspenseful plots."
3423,"The target item text information: [title: Pearl Harbor, year: 2001]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 1010: [Text information: title: Serendipity, year: 2001, the profile of the users that the item is targeting: User identity: Action movie fan, Drama movie enthusiast, Suspense lover, Science fiction fan, Time travel enthusiast; User interests: Action movies, Psychological thrillers, Dark comedies, Adventure, Family drama.];
item 981: [Text information: title: Uprising, year: 2001, the profile of the users that the item is targeting: User identity: Action movie fan, Drama movie lover, Science fiction enthusiast, Movie buff, Adventure seeker; User interests: Action movies, Psychological thrillers, Space exploration, Sci-fi novels, Futuristic technology.];
item 5513: [Text information: title: The Luzhin Defence, year: 2001, the profile of the users that the item is targeting: User identity: Action movie fan, Adventure seeker, Classic film lover, Film buff, Movie buff; User interests: Action movies, Adventure stories, Classic films, Independent movies, Historical dramas.];
item 1084: [Text information: title: The Mists of Avalon, year: 2001, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Sci-fi enthusiast, Classic film enthusiast, Adventure seeker; User interests: Movies from different genres, Science fiction, Fantasy, Adventure, Action movies.];
item 1115: [Text information: title: Guardian, year: 2001, the profile of the users that the item is targeting: User identity: Adventure seeker, Nostalgic film lover, Romantic comedy lover, Drama lover, History buff; User interests: Disaster movies, Action movies, Relationship dynamics, Emotional storytelling, Historical events.];
","User identity: Action movie fan, Classic movie lover, Drama lover, Suspense enthusiast, Comedy lover; User interests: Adventure, Historical dramas, Thoughtful dramas about family dynamics, Exploring new ideas through science fiction, Humorous movies."
3427,"The target item text information: [title: Belle de Jour, year: 1967]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 1926: [Text information: title: Bonnie and Clyde, year: 1967, the profile of the users that the item is targeting: User identity: Movie buff, Adventure seeker, Comedy lover, Action movie fan, Drama lover; User interests: Movies from the 90s, Relationship dynamics, Suspenseful plots, Action movies, Disaster films.];
item 2661: [Text information: title: Doctor Dolittle, year: 1967, the profile of the users that the item is targeting: User identity: Classic film enthusiast, Drama lover, Romantic comedy fan, Movie buff, Disaster movie enthusiast; User interests: Movies from the 70s and 80s, Romantic comedies, Film analysis, Crime dramas, Surviving natural disasters.];
item 2849: [Text information: title: King of Hearts, year: 1967, the profile of the users that the item is targeting: User identity: Movie buff, Classic film enthusiast, Action movie fan, Romantic, Adventure seeker; User interests: Film history, Old Hollywood glamour, Thrilling adventures, Relationships, Action movies.];
item 820: [Text information: title: The Shooting, year: 1967, the profile of the users that the item is targeting: User identity: Action movie fan, Drama lover, History enthusiast, Thriller enthusiast, Romantic; User interests: Action movies, Emotional dramas, Historical events, Suspenseful thrillers, Romance and comedy.];
item 3685: [Text information: title: Oliver!, year: 1968, the profile of the users that the item is targeting: User identity: Classic film enthusiast, Science fiction fan, Romantic, Action movie fan, Drama lover; User interests: Drama, Thriller, Comedy, Movies from the 90s, Relationships.];
","User identity: Movie buff, Romantic, Action fan, Comedy lover, Classic film enthusiast; User interests: Film history, Relationships, High-octane action, Humorous films, Dramas from the past decade."
3430,"The target item text information: [title: Maniac Nurses Find Ecstasy, year: 1990]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 2475: [Text information: title: Slumber Party Massacre III, year: 1990, the profile of the users that the item is targeting: User identity: Movie buff, Action movie enthusiast, Sci-fi enthusiast, Classic film lover, Nostalgic film lover; User interests: Action movies, Science fiction, Classic cinema, Movie history, Nostalgia for classic films.];
item 6464: [Text information: title: Reversal of Fortune, year: 1990, the profile of the users that the item is targeting: User identity: Movie buff, Nostalgia enthusiast, Action movie lover, Science fiction enthusiast, Classic movie enthusiast; User interests: Movies from the '90s, Disaster movies, Science fiction, Crime dramas with complex plots, Quirky comedies with memorable characters.];
item 4566: [Text information: title: The Phantom of the Opera, year: 1990, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Drama lover, Classic film enthusiast, Science fiction enthusiast; User interests: Movies from different genres, Thrillers and suspenseful films, Heartwarming stories, Nostalgic films from the past century, Space exploration.];
item 349: [Text information: title: A Moment of Romance, year: 1990, the profile of the users that the item is targeting: User identity: Action movie fan, Comedy lover, Action enthusiast, Indie film enthusiast, Classic film enthusiast; User interests: Action movies, Quirky humor, Adventure films, Historical drama, Film history.];
item 4585: [Text information: title: Bad Girls Go to Hell/ Another Day Another Man, year: 1966, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Drama lover, Adventure seeker, Science fiction lover; User interests: Action movies, Movies from the 90s, Drama films, Adventure and exploration, Science fiction movies.];
","User identity: B-movie lover, Cult classic connoisseur, Sci-fi enthusiast, Action movie fan, Horror aficionado; User interests: Horror films, Sci-fi thrillers, B-movies, Cult classics, Action-packed movies."
3435,"The target item text information: [title: The Natural, year: 1984]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 5782: [Text information: title: The Killing Fields, year: 1984, the profile of the users that the item is targeting: User identity: Movie buff, Action movie enthusiast, Comedy lover, Disaster movie fan, Adventure movie enthusiast; User interests: Movies from the '90s, Thrillers, Romantic comedies, Natural disaster survival stories, Quirky humor.];
item 6379: [Text information: title: The River, year: 1984, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Comedy lover, Drama enthusiast, Science fiction lover; User interests: Movies from the 90s, Disaster movies, Crime dramas, Quentin Tarantino films, Science fiction movies.];
item 1876: [Text information: title: The Philadelphia Experiment, year: 1984, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fanatic, Comedy lover, Science fiction enthusiast, Horror movie lover; User interests: Movies from the '80s and '90s, Martial arts films, Dark comedies, Adventure, Exploration.];
item 434: [Text information: title: Repo Man, year: 1984, the profile of the users that the item is targeting: User identity: Action movie fan, Classic film enthusiast, History buff, Movie buff, Romantic; User interests: Action movies, Comedies, Historical dramas, Crime dramas, Movies from the 90s.];
item 5233: [Text information: title: Stranger than Paradise, year: 1984, the profile of the users that the item is targeting: User identity: Drama enthusiast, Movie buff, Comedy lover, Relationship dynamics, Film history; User interests: Stand-up comedy, Relationships, Film history, Stand-up comedy, Relationships.];
","User identity: Action movie fan, Comedy lover, Romantic, Movie buff, Thriller enthusiast; User interests: Movies from the '90s, Quentin Tarantino films, Heartfelt romance, Science fiction, Suspenseful thrillers."
3436,"The target item text information: [title: Elvis: That's the Way It Is, year: 1970]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 5292: [Text information: title: They Call Me Mr. Tibbs, year: 1970, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Drama lover, Sci-fi enthusiast, Nostalgic film lover; User interests: Classic films, Martial arts films, Dark comedies, Drama, Science fiction exploration.];
item 1029: [Text information: title: Flip Wilson, year: 1970, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Comedy lover, Drama enthusiast, Classic film lover; User interests: Romantic comedies, Disaster movies, Sci-fi adventures, Cult classic films, Nostalgia for classic films.];
item 5383: [Text information: title: Harold and Maude, year: 1971, the profile of the users that the item is targeting: User identity: Movie buff, Classic film enthusiast, Comedy lover, Romantic, Nostalgia enthusiast; User interests: Film history, Classical music, Quirky humor, Relationships, Reliving childhood memories.];
item 5262: [Text information: title: Cotton Comes to Harlem, year: 1970, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Classic film enthusiast, Nostalgic film lover, Sci-fi enthusiast; User interests: Classic films, Action movies, Film history, Nostalgia, Sci-fi adventures.];
item 1913: [Text information: title: Beneath the Planet of the Apes, year: 1970, the profile of the users that the item is targeting: User identity: Action movie fan, Science fiction enthusiast, Thriller lover, Movie buff, Adventure seeker; User interests: Action movies, Sci-fi films, Suspenseful thrillers, Drama, Exploring new places.];
","User identity: Movie buff, Drama lover, Adventure seeker, Classic film enthusiast, Romantic; User interests: Film analysis, Character development, Humorous storytelling, Action movies, Adventure."
3442,"The target item text information: [title: Les Miserables, year: 1998]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 1102: [Text information: title: Shadow of Doubt, year: 1998, the profile of the users that the item is targeting: User identity: Movie buff, Drama lover, Thriller enthusiast, Action movie fan, Romantic comedy lover; User interests: Movies from the 90s, Crime dramas, Psychological thrillers, Action movies, Disaster movies.];
item 5568: [Text information: title: Phantoms, year: 1998, the profile of the users that the item is targeting: User identity: Movie buff, Action movie enthusiast, Science fiction and fantasy fan, Dark comedy lover, Thriller junkie; User interests: Action movies, Science fiction and fantasy films, Dark comedy and satire, Suspenseful thrillers, Movies from the late 90s and early 2000s.];
item 5441: [Text information: title: Dil Se, year: 1998, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Adventure seeker, Nostalgic person, Classic film enthusiast; User interests: Movies from the '90s, Science fiction, Romantic comedies, Action movies from the '80s, Foreign films with complex themes.];
item 656: [Text information: title: Psycho, year: 1998, the profile of the users that the item is targeting: User identity: Action movie fan, Classic film enthusiast, Thriller lover, Movie buff, Drama movie enthusiast; User interests: Action movies from the '80s and '90s, Nostalgic films set in different decades, Suspenseful thrillers keeping audiences on edge, Film history, Crime.];
item 4455: [Text information: title: Escape Velocity, year: 1998, the profile of the users that the item is targeting: User identity: Action movie fan, Classic film enthusiast, Horror movie lover, Comedy lover, Movie buff; User interests: Adventure, Drama, Thriller, Humor, Movies from the 70s and 80s.];
","User identity: Movie buff, Adventure seeker, Science fiction fan, Comedy lover, Action enthusiast; User interests: Movies from the 90s, Exploring new places, Immersive storytelling, Quentin Tarantino films, Disaster movies."
3463,"The target item text information: [title: I'm Gonna Git You Sucka, year: 1988]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 258: [Text information: title: Whisper Kill, year: 1988, the profile of the users that the item is targeting: User identity: Thriller Movie Fan, Science Fiction Lover, Classic Film Enthusiast, Action Film Aficionado, Independent Cinema Connoisseur; User interests: Classic Action Movies from the 80s, Foreign Science Fiction Films, Independent Dramas with Complex Characters, Thrilling Science Fiction and Fantasy Movies, Classic Action Flicks from the 90s.];
item 2291: [Text information: title: Aftershock, year: 1988, the profile of the users that the item is targeting: User identity: Action movie fan, Classic film enthusiast, Suspense lover, Adventure seeker, History buff; User interests: Exploration, Sci-fi, High fantasy, Humor, Romance.];
item 4477: [Text information: title: The Accused, year: 1988, the profile of the users that the item is targeting: User identity: Action movie fan, Science fiction enthusiast, Thriller lover, Classic film enthusiast, Fantasy lover; User interests: Action movies, Sci-fi films, Space exploration, Adventure, Suspense.];
item 3261: [Text information: title: Tapeheads, year: 1988, the profile of the users that the item is targeting: User identity: Action movie fan, Adventure enthusiast, Drama lover, Comedy lover, Classic film enthusiast; User interests: Action movies, Adventure films, Dramas, Comedies, Classic movies.];
item 3331: [Text information: title: A Cry in the Dark, year: 1988, the profile of the users that the item is targeting: User identity: Comedy lover, Movie buff, Action enthusiast, Film analyst, Humor enthusiast; User interests: Adventure, Relationships, Film analysis, Nostalgia, Suspense.];
","User identity: Action movie fan, Classic film lover, Cult classic enthusiast, Drama fan, Science fiction enthusiast; User interests: Action movies, Classic films, Martial arts, Supernatural thrillers, Social commentary."
3466,"The target item text information: [title: Sleepless Town, year: 1998]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 3801: [Text information: title: Embrace the Darkness, year: 1998, the profile of the users that the item is targeting: User identity: Action movie fan, Comedy lover, Romantic, Martial arts, Science fiction enthusiast; User interests: Movies from the 90s, Science fiction, Fantasy, Humorous comedy, Relationships.];
item 2911: [Text information: title: Eyes Wide Shut, year: 1999, the profile of the users that the item is targeting: User identity: Movie buff, Comedy lover, Drama enthusiast, Action movie fan, Crime drama enthusiast; User interests: Quirky humor, Social issues, Movies from the 90s, Suspenseful dramas, Psychological thrillers.];
item 1102: [Text information: title: Shadow of Doubt, year: 1998, the profile of the users that the item is targeting: User identity: Movie buff, Drama lover, Thriller enthusiast, Action movie fan, Romantic comedy lover; User interests: Movies from the 90s, Crime dramas, Psychological thrillers, Action movies, Disaster movies.];
item 5568: [Text information: title: Phantoms, year: 1998, the profile of the users that the item is targeting: User identity: Movie buff, Action movie enthusiast, Science fiction and fantasy fan, Dark comedy lover, Thriller junkie; User interests: Action movies, Science fiction and fantasy films, Dark comedy and satire, Suspenseful thrillers, Movies from the late 90s and early 2000s.];
item 3442: [Text information: title: Les Miserables, year: 1998, the profile of the users that the item is targeting: User identity: Movie buff, Adventure seeker, Science fiction fan, Comedy lover, Action enthusiast; User interests: Movies from the 90s, Exploring new places, Immersive storytelling, Quentin Tarantino films, Disaster movies.];
","User identity: Movie buff, Comedy lover, Drama enthusiast, Action enthusiast, Thriller enthusiast; User interests: Movies from the 90s, Movies from the early 2000s, Quirky humor, Social issues, Exploring complex themes."
3484,"The target item text information: [title: Silent Running, year: 1971]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 4099: [Text information: title: The Last Picture Show, year: 1971, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Action movie enthusiast, Comedy lover, Thriller enthusiast; User interests: Movies from the 90s, Action movies, Comedy, Dark comedies, Suspenseful thrillers.];
item 439: [Text information: title: The Abominable Dr. Phibes, year: 1971, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Drama lover, Romantic, Adventure seeker; User interests: Movies from the 90s, Disaster movies, Psychological thrillers, Action movies, Drama films.];
item 5383: [Text information: title: Harold and Maude, year: 1971, the profile of the users that the item is targeting: User identity: Movie buff, Classic film enthusiast, Comedy lover, Romantic, Nostalgia enthusiast; User interests: Film history, Classical music, Quirky humor, Relationships, Reliving childhood memories.];
item 4998: [Text information: title: Master with Cracked Fingers, year: 1971, the profile of the users that the item is targeting: User identity: Action movie fan, Movie buff, Horror movie enthusiast, Thriller lover, Disaster movie enthusiast; User interests: Adventure, Comedy, Horror, Suspense, Disaster films.];
item 6155: [Text information: title: Dirty Harry, year: 1972, the profile of the users that the item is targeting: User identity: Action movie fan, Comedy lover, Romantic, Movie buff, Drama movie enthusiast; User interests: Action movies, Comedy, Romance, Dark humor, Science fiction.];
","User identity: Action movie fan, Movie buff, Nostalgic film lover, Comedy lover, Science fiction fan; User interests: High octane action sequences, Suspenseful plots, Nostalgic filmmaking, Romantic comedies filled with nostalgia, Sci-fi adventures."
3485,"The target item text information: [title: Showgirls, year: 1995]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 369: [Text information: title: Tromeo and Juliet, year: 1995, the profile of the users that the item is targeting: User identity: Movie buff, Comedy lover, Action enthusiast, Fantasy fan, Science fiction enthusiast; User interests: Movies from the 90s, Quirky humor, High-octane thrills, Humor, Space exploration.];
item 303: [Text information: title: Serial Mom, year: 1995, the profile of the users that the item is targeting: User identity: Action movie fan, Comedy lover, Drama enthusiast, Movie buff, Adventure seeker; User interests: Action movies, Quirky comedies, Heartfelt dramas, Nature documentaries, Historical dramas.];
item 4454: [Text information: title: Wife, year: 1995, the profile of the users that the item is targeting: User identity: Movie buff, Action movie fan, Drama lover, Classic film enthusiast, Independent cinema enthusiast; User interests: Film analysis, Relationships, Adventure, Humorous comedies, Technology.];
item 3741: [Text information: title: Gloria Estefan: Everlasting Gloria, year: 1995, the profile of the users that the item is targeting: User identity: Action movie fan, Classic film enthusiast, Science fiction lover, Classic horror movie enthusiast, Disaster movie lover; User interests: Adventure, Suspense, Exploration, Action movies, Horror movies.];
item 6450: [Text information: title: Hercules: Warrior Princess / Gauntlet / Unchained Heart, year: 1995, the profile of the users that the item is targeting: User identity: Action movie fan, Movie buff, Drama lover, Comedy fan, Classic film enthusiast; User interests: Action movies from the '90s and early 2000s, Nostalgia for classic films from the past century, Excitement for upcoming sci-fi releases, Movies from the 70s and 80s, Thrillers and suspenseful films.];
","User identity: Action movie fan, Drama movie lover, Thriller enthusiast, History buff, Nostalgia enthusiast; User interests: Action, Drama, Social issues, Martial arts, Nostalgia."
3488,"The target item text information: [title: 12 Angry Men, year: 1957]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 6248: [Text information: title: Men in War, year: 1957, the profile of the users that the item is targeting: User identity: Classic film lover, War movie fan, Nostalgic film enthusiast, Movie buff, Action lover; User interests: Adventure, Thriller, Fantasy, Heartwarming stories, Quirky humor.];
item 4838: [Text information: title: Touch of Evil, year: 1958, the profile of the users that the item is targeting: User identity: Movie buff, Drama lover, Comedy fan, Action movie fan, Thriller enthusiast; User interests: Movies from the 90s, Film analysis, Character development, Disaster movies, Quentin Tarantino films.];
item 2928: [Text information: title: The 13 Cold-Blooded Eagles, year: 1993, the profile of the users that the item is targeting: User identity: Adventure lover, Action movie fan, Classic film enthusiast, Science fiction lover, Suspense enthusiast; User interests: Exploration, Martial arts, Dark humor, Supernatural thrillers, Horror.];
item 541: [Text information: title: Fiend Without a Face, year: 1958, the profile of the users that the item is targeting: User identity: Science fiction lover, Thriller enthusiast, Classic film enthusiast, Adventure seeker, Nostalgia fan; User interests: Science fiction, Suspenseful plots, Film history, Exploring new worlds, Nostalgia.];
item 1471: [Text information: title: The Dead Hate the Living, year: 2000, the profile of the users that the item is targeting: User identity: Thriller lover, Adventure seeker, Horror movie lover, Romantic comedy fan, Movie buff; User interests: Suspenseful thrillers, Disaster movies, Supernatural horror, Relationship comedies, Nostalgic film lover.];
","User identity: Action movie fan, Science fiction enthusiast, Classic film lover, Cult classic enthusiast, Movie buff; User interests: Action movies, Science fiction, Nostalgia for classic films from the 70s & 80s, Adventure, Drama."
3497,"The target item text information: [title: Drunks, year: 1997]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 2247: [Text information: title: Hoodlum, year: 1997, the profile of the users that the item is targeting: User identity: Movie buff, Adventure seeker, Action enthusiast, Comedy lover, Drama lover; User interests: Movies from the 90s, Quirky humor, Adventure films, Film analysis, Disaster films.];
item 656: [Text information: title: Psycho, year: 1998, the profile of the users that the item is targeting: User identity: Action movie fan, Classic film enthusiast, Thriller lover, Movie buff, Drama movie enthusiast; User interests: Action movies from the '80s and '90s, Nostalgic films set in different decades, Suspenseful thrillers keeping audiences on edge, Film history, Crime.];
item 5940: [Text information: title: Losing Control, year: 1997, the profile of the users that the item is targeting: User identity: Action movie fan, Classic film enthusiast, Science fiction lover, Romantic comedy lover, Comedy lover; User interests: Adventure, Suspense, Exploration, Sci-fi films, Humorous comedy.];
item 3643: [Text information: title: The Last Don, year: 1997, the profile of the users that the item is targeting: User identity: Action movie fan, Indie cinema lover, Classic film enthusiast, Drama enthusiast, Thriller lover; User interests: Action movies, Independent dramas exploring human relationships, Foreign films with complex themes, Classic films, Suspenseful thrillers.];
item 3761: [Text information: title: Trial & Error, year: 1997, the profile of the users that the item is targeting: User identity: Action movie fan, Comedy movie lover, Thriller enthusiast, Classic film enthusiast, Science fiction fanatic; User interests: Action movies, Comedy films, Suspenseful thrillers, Adventure, Exploring new worlds through science fiction.];
","User identity: Drunks lover, Movie buff, Comedy enthusiast, Romantic comedy fanatic, Action movie lover; User interests: Movies from the 90s, Quirky humor, Historical dramas, Relationships, Adventure."
3503,"The target item text information: [title: Chaudhvin Ka Chand, year: 1960]. Here is the list of item (text information and the profile of the users that the item is targeting):
item 364: [Text information: title: Le Petit Soldat, year: 1960, the profile of the users that the item is targeting: User identity: Action movie fan, Classic film enthusiast, Science fiction lover, Movie critic, Cult cinema connoisseur; User interests: Adventure, Suspense, Exploration, Film noir, Foreign films.];
item 5258: [Text information: title: Peeping Tom, year: 1960, the profile of the users that the item is targeting: User identity: Movie Enthusiast, Action Fanatic, Nostalgic Film Lover, Action movie fan, Drama lover; User interests: Movies from the '90s, Thrillers, Science Fiction, Action movies from the '80s and '90s, Cult classics from the early 2000s.];
item 3232: [Text information: title: Elmer Gantry, year: 1960, the profile of the users that the item is targeting: User identity: Movie buff, Classic film enthusiast, Action movie fan, Nostalgic film enthusiast, Adventure seeker; User interests: Film history, Classical music, Adventure movies, Relationships, Exploration.];
item 4226: [Text information: title: Peter Pan, year: 1960, the profile of the users that the item is targeting: User identity: Action movie fan, Movie buff, Drama lover, Classic film lover, Sci-fi enthusiast; User interests: Action movies from the '90s, Movies from the 90s, Drama, Sci-fi, Classic films.];
item 2306: [Text information: title: The Twilight Zone: Vol. 18, year: 1960, the profile of the users that the item is targeting: User identity: Movie Enthusiast, Comedy Lover, Thriller Fan, Social Commentator, Sci-Fi Fan; User interests: Classic movies from the 90s, Quirky humor, Suspenseful thrillers, Social commentary, Science fiction films.];
","User identity: Action movie fan, Science fiction enthusiast, Fantasy lover, Thriller enthusiast, Classic film lover; User interests: Action movies, Sci-fi, High fantasy, Adventure, Suspense."
